Inst |timeTL |backtTL |makespanTL |propTL |timeH |backtH |makespanH |propH |timeCTLH |backtCTLH |makespanCTLH |propCTLH |timeCH |backtCH |makespanCH |propCH |
j30_7_1.rcp | 0.002367696 | 33 | 55 | 2 | 0.002487901 | 33 | 55 | 2 | 0.003322874 | 33 | 55 | 2 | 0.001705591 | 33 | 55 | 5 | 
j30_7_2.rcp | 0.002398106 | 68 | 42 | 3 | 0.003767651 | 68 | 42 | 7 | 0.005392712 | 68 | 42 | 7 | 0.003008749 | 68 | 42 | 22 | 
j30_7_3.rcp | 0.004090815 | 122 | 42 | 11 | 0.006849104 | 122 | 42 | 21 | 0.00921609 | 122 | 42 | 21 | 0.005438222 | 122 | 42 | 26 | 
j30_7_4.rcp | 0.005180281 | 153 | 44 | 1 | 0.007190258 | 153 | 44 | 18 | 0.011453517 | 153 | 44 | 18 | 0.006540174 | 153 | 44 | 41 | 
j30_7_5.rcp | 0.022647047 | 305 | 44 | 109 | 0.03491252 | 305 | 44 | 161 | 0.05539608 | 305 | 44 | 161 | 0.028125148 | 305 | 44 | 222 | 
j30_7_6.rcp | 0.001816068 | 58 | 35 | 1 | 0.00240249 | 58 | 35 | 4 | 0.003627881 | 58 | 35 | 4 | 0.00283468 | 58 | 35 | 14 | 
j30_7_7.rcp | 0.003908053 | 111 | 50 | 14 | 0.005370188 | 111 | 50 | 23 | 0.008409925 | 111 | 50 | 23 | 0.005377558 | 111 | 50 | 35 | 
j30_7_8.rcp | 0.002782453 | 33 | 44 | 6 | 0.003174965 | 33 | 44 | 7 | 0.003566924 | 33 | 44 | 7 | 0.002044004 | 33 | 44 | 8 | 
j30_7_9.rcp | 0.001163507 | 33 | 60 | 2 | 0.001729673 | 33 | 60 | 4 | 0.002696101 | 33 | 60 | 4 | 0.001545412 | 33 | 60 | 8 | 
j30_7_10.rcp | 60.00007 | 1123340 | -1 | 901997 | 60.000034 | 1033240 | -1 | 323070 | 60.000126 | 660754 | -1 | 220215 | 60.000042 | 1233193 | -1 | 491606 | 
j30_8_1.rcp | 8.27536E-4 | 33 | 44 | 0 | 0.001143658 | 33 | 44 | 0 | 0.001728924 | 33 | 44 | 0 | 0.001020554 | 33 | 44 | 0 | 
j30_8_2.rcp | 0.001671227 | 33 | 51 | 0 | 0.001953452 | 33 | 51 | 0 | 0.002412458 | 33 | 51 | 0 | 0.001337551 | 33 | 51 | 0 | 
j30_8_3.rcp | 9.50313E-4 | 33 | 53 | 0 | 0.001437372 | 33 | 53 | 0 | 0.001919156 | 33 | 53 | 0 | 0.001154124 | 33 | 53 | 0 | 
