Inst |timeTL |backtTL |makespanTL |propTL |timeH |backtH |makespanH |propH |timeCTLH |backtCTLH |makespanCTLH |propCTLH |timeCH |backtCH |makespanCH |propCH |
pack038.rcp | 60.00001 | 1408505 | -1 | 237224 | 60.000046 | 1164800 | -1 | 439280 | 60.00017 | 675289 | -1 | 248822 | 60.000015 | 1268825 | -1 | 1663387 | 
pack039.rcp | 60.000015 | 1492108 | -1 | 585291 | 60.00003 | 1333389 | -1 | 518198 | 60.000023 | 797387 | -1 | 354250 | 60.00003 | 1279106 | -1 | 1179516 | 
pack040.rcp | 60.000015 | 1390674 | -1 | 370534 | 60.000015 | 1193631 | -1 | 657170 | 60.000084 | 714583 | -1 | 394305 | 60.000042 | 1144179 | -1 | 1603357 | 
pack041.rcp | 60.000084 | 549530 | -1 | 659922 | 60.000175 | 545785 | -1 | 504843 | 60.000248 | 309846 | -1 | 306904 | 60.000072 | 578098 | -1 | 600667 | 
pack042.rcp | 60.000114 | 527343 | -1 | 703896 | 60.00017 | 530944 | -1 | 580969 | 60.000156 | 304741 | -1 | 337787 | 60.00005 | 538493 | -1 | 623138 | 
pack043.rcp | 60.000042 | 1748173 | -1 | 1553013 | 60.000027 | 1560893 | -1 | 821765 | 60.000034 | 1034025 | -1 | 551948 | 60.00005 | 1370159 | -1 | 1010279 | 
pack044.rcp | 60.000046 | 1148159 | -1 | 2387307 | 60.00012 | 1013537 | -1 | 1256297 | 60.000095 | 699267 | -1 | 901446 | 60.00009 | 986502 | -1 | 1354790 | 
pack045.rcp | 60.00003 | 1033571 | -1 | 416288 | 60.00006 | 871618 | -1 | 728488 | 60.00008 | 517602 | -1 | 416498 | 60.00005 | 979659 | -1 | 1880742 | 
pack046.rcp | 60.00002 | 1441713 | -1 | 650857 | 60.000042 | 1342170 | -1 | 547185 | 60.000317 | 833288 | -1 | 344543 | 60.000046 | 1340125 | -1 | 1192980 | 
pack047.rcp | 60.000015 | 1101177 | -1 | 610927 | 60.00013 | 943473 | -1 | 693901 | 60.000034 | 594285 | -1 | 425810 | 60.00006 | 976058 | -1 | 1313007 | 
pack048.rcp | 60.00004 | 973619 | -1 | 860811 | 60.000046 | 840930 | -1 | 931531 | 60.000042 | 508519 | -1 | 551631 | 60.00013 | 914800 | -1 | 1479060 | 
pack049.rcp | 60.000053 | 295682 | -1 | 391000 | 60.000072 | 560949 | -1 | 528683 | 60.000145 | 307613 | -1 | 315036 | 60.000076 | 583398 | -1 | 546927 | 
pack050.rcp | 60.000053 | 1346733 | -1 | 500141 | 60.000027 | 1246976 | -1 | 558953 | 60.000046 | 771851 | -1 | 322200 | 60.000034 | 1237799 | -1 | 1183760 | 
pack051.rcp | 60.000046 | 528118 | -1 | 705024 | 60.00007 | 531307 | -1 | 581354 | 60.000153 | 304309 | -1 | 337289 | 60.00005 | 537978 | -1 | 622583 | 
pack052.rcp | 60.000023 | 927215 | -1 | 1040812 | 60.000046 | 718068 | -1 | 1219245 | 60.000027 | 402460 | -1 | 704979 | 60.000023 | 728567 | -1 | 1633568 | 
pack053.rcp | 60.00005 | 1459400 | -1 | 812729 | 60.000134 | 1396375 | -1 | 754217 | 60.000084 | 870794 | -1 | 480186 | 60.000023 | 1427066 | -1 | 1573488 | 
pack054.rcp | 60.000023 | 717878 | -1 | 908107 | 60.0001 | 623834 | -1 | 695384 | 60.0001 | 394684 | -1 | 449506 | 60.000034 | 694317 | -1 | 912196 | 
pack055.rcp | 60.00004 | 1195887 | -1 | 728937 | 60.000015 | 1098246 | -1 | 760040 | 60.000027 | 652846 | -1 | 485588 | 60.00001 | 1121716 | -1 | 1483173 | 
Solve by All :2       NbTL :3, NbH :2, NbCH :2, NbOH :2   TimeTL :2.9797047219472006, TimeH :2.2116756525356323, TimeCH :3.7882025144062936, TimeOH :2.148896247963421   BackTL :34966, BackH :25503, BackCH :25503, BackOH :25425
