Inst |timeTL |backtTL |makespanTL |propTL |timeH |backtH |makespanH |propH |timeCTLH |backtCTLH |makespanCTLH |propCTLH |timeCH |backtCH |makespanCH |propCH |
j30_10_9.rcp | 2.1073456 | 43079 | 335 | 440 | 2.480939 | 43079 | 335 | 4161 | 3.918979 | 43079 | 335 | 4161 | 2.6594381 | 43079 | 335 | 4423 | 
j30_10_10.rcp | 7.16026E-4 | 10 | 426 | 0 | 7.37628E-4 | 10 | 426 | 1 | 9.99997E-4 | 10 | 426 | 1 | 6.61564E-4 | 10 | 426 | 2 | 
j30_11_1.rcp | 4.34575E-4 | 7 | 631 | 0 | 4.96559E-4 | 7 | 631 | 0 | 6.92771E-4 | 7 | 631 | 0 | 4.47063E-4 | 7 | 631 | 1 | 
j30_11_2.rcp | 0.019272285 | 243 | 380 | 0 | 0.023604672 | 243 | 380 | 2 | 0.03753722 | 243 | 380 | 2 | 0.021072825 | 243 | 380 | 2 | 
j30_11_3.rcp | 4.97513E-4 | 8 | 588 | 0 | 5.97079E-4 | 8 | 588 | 1 | 8.54766E-4 | 8 | 588 | 1 | 5.54242E-4 | 8 | 588 | 1 | 
j30_11_4.rcp | 4.87675E-4 | 9 | 613 | 0 | 5.27913E-4 | 9 | 613 | 2 | 7.34148E-4 | 9 | 613 | 2 | 5.05557E-4 | 9 | 613 | 2 | 
j30_11_5.rcp | 7.24102E-4 | 11 | 461 | 1 | 8.43598E-4 | 11 | 461 | 4 | 0.001195466 | 11 | 461 | 4 | 8.1526E-4 | 11 | 461 | 6 | 
j30_11_6.rcp | 5.38327E-4 | 9 | 382 | 0 | 6.57597E-4 | 9 | 382 | 0 | 9.42269E-4 | 9 | 382 | 0 | 6.26135E-4 | 9 | 382 | 1 | 
j30_11_7.rcp | 4.57738E-4 | 9 | 427 | 0 | 5.03158E-4 | 9 | 427 | 0 | 6.97202E-4 | 9 | 427 | 0 | 4.77285E-4 | 9 | 427 | 0 | 
j30_11_8.rcp | 60.00003 | 1065235 | -1 | 42 | 60.00005 | 1590031 | -1 | 23666 | 60.000053 | 1029133 | -1 | 14953 | 60.00005 | 1483152 | -1 | 88256 | 
j30_11_9.rcp | 7.54336E-4 | 8 | 508 | 0 | 8.47479E-4 | 8 | 508 | 0 | 7.70586E-4 | 8 | 508 | 0 | 5.28447E-4 | 8 | 508 | 0 | 
j30_11_10.rcp | 8.10881E-4 | 9 | 438 | 0 | 9.56851E-4 | 9 | 438 | 1 | 0.001254055 | 9 | 438 | 1 | 9.96586E-4 | 9 | 438 | 1 | 
j30_12_1.rcp | 5.95128E-4 | 11 | 416 | 0 | 6.88496E-4 | 11 | 416 | 1 | 9.37835E-4 | 11 | 416 | 1 | 6.00238E-4 | 11 | 416 | 1 | 
j30_12_2.rcp | 3.50997E-4 | 10 | 340 | 0 | 4.32262E-4 | 10 | 340 | 0 | 6.21288E-4 | 10 | 340 | 0 | 4.72903E-4 | 10 | 340 | 0 | 
j30_12_3.rcp | 3.82602E-4 | 10 | 305 | 0 | 4.45966E-4 | 10 | 305 | 0 | 6.44777E-4 | 10 | 305 | 0 | 4.25462E-4 | 10 | 305 | 0 | 
j30_12_4.rcp | 3.53005E-4 | 10 | 505 | 0 | 4.33021E-4 | 10 | 505 | 0 | 6.25454E-4 | 10 | 505 | 0 | 4.2134E-4 | 10 | 505 | 0 | 
j30_12_5.rcp | 4.76244E-4 | 12 | 276 | 0 | 6.63454E-4 | 12 | 276 | 0 | 9.15016E-4 | 12 | 276 | 0 | 5.75E-4 | 12 | 276 | 0 | 
j30_12_6.rcp | 5.23351E-4 | 11 | 270 | 0 | 6.89578E-4 | 11 | 270 | 2 | 9.5979E-4 | 11 | 270 | 2 | 6.32203E-4 | 11 | 270 | 3 | 
j30_12_7.rcp | 5.78166E-4 | 10 | 266 | 0 | 7.51169E-4 | 10 | 266 | 0 | 0.001050993 | 10 | 266 | 0 | 6.53081E-4 | 10 | 266 | 0 | 
j30_12_8.rcp | 4.97508E-4 | 10 | 258 | 0 | 5.28589E-4 | 10 | 258 | 0 | 7.56389E-4 | 10 | 258 | 0 | 4.9871E-4 | 10 | 258 | 0 | 
j30_12_9.rcp | 3.88813E-4 | 10 | 305 | 0 | 6.12782E-4 | 10 | 305 | 1 | 7.2724E-4 | 10 | 305 | 1 | 4.76081E-4 | 10 | 305 | 1 | 
j30_12_10.rcp | 4.47153E-4 | 11 | 334 | 0 | 5.42761E-4 | 11 | 334 | 0 | 7.79199E-4 | 11 | 334 | 0 | 5.19875E-4 | 11 | 334 | 0 | 
j30_13_1.rcp | 60.000107 | 642090 | -1 | 575590 | 60.00006 | 554140 | -1 | 400289 | 60.000137 | 369877 | -1 | 261965 | 60.00007 | 396103 | -1 | 377015 | 
j30_13_2.rcp | 60.00014 | 585661 | -1 | 461207 | 60.00008 | 495158 | -1 | 210837 | 60.00014 | 329778 | -1 | 141254 | 60.000046 | 377589 | -1 | 267153 | 
j30_13_3.rcp | 60.000027 | 548367 | -1 | 337261 | 60.000084 | 411170 | -1 | 266536 | 60.000317 | 263987 | -1 | 169710 | 60.00003 | 396334 | -1 | 265178 | 
j30_13_4.rcp | 60.00005 | 434213 | -1 | 1026557 | 60.00005 | 317847 | -1 | 744701 | 60.00001 | 233315 | -1 | 558571 | 60.000072 | 253128 | -1 | 595216 | 
j30_13_5.rcp | 0.001593741 | 11 | 606 | 4 | 0.001470521 | 11 | 606 | 9 | 0.00216123 | 11 | 606 | 10 | 0.001340752 | 11 | 606 | 15 | 
j30_13_6.rcp | 60.00008 | 848249 | -1 | 314676 | 60.000076 | 687627 | -1 | 223266 | 60.00023 | 437609 | -1 | 123266 | 60.00004 | 461251 | -1 | 189884 | 
j30_13_7.rcp | 60.00018 | 456136 | -1 | 1363177 | 60.000008 | 384724 | -1 | 516784 | 60.000233 | 275061 | -1 | 374051 | 60.000202 | 312921 | -1 | 420585 | 
j30_13_8.rcp | 60.00002 | 892825 | -1 | 604066 | 60.000042 | 615321 | -1 | 456840 | 60.000095 | 466021 | -1 | 346318 | 60.00008 | 577712 | -1 | 6883 | 
j30_13_9.rcp | 27.54002 | 164439 | 484 | 276160 | 27.111334 | 164439 | 484 | 203453 | 42.140697 | 164439 | 484 | 209144 | 29.06828 | 157561 | 484 | 226430 | 
j30_13_10.rcp | 60.000122 | 418871 | -1 | 352270 | 60.000206 | 299868 | -1 | 336671 | 60.000103 | 208418 | -1 | 266954 | 60.00042 | 287322 | -1 | 416590 | 
j30_14_1.rcp | 8.68555E-4 | 9 | 252 | 0 | 9.48929E-4 | 9 | 252 | 3 | 0.001266907 | 9 | 252 | 3 | 8.39162E-4 | 9 | 252 | 3 | 
j30_14_2.rcp | 60.00007 | 685491 | -1 | 148033 | 60.000008 | 583024 | -1 | 68673 | 60.000015 | 369343 | -1 | 30760 | 60.000027 | 492880 | -1 | 143806 | 
j30_14_3.rcp | 9.3767E-4 | 8 | 392 | 1 | 0.001064721 | 8 | 392 | 5 | 0.001601884 | 8 | 392 | 5 | 0.001070402 | 8 | 392 | 9 | 
j30_14_4.rcp | 0.002405088 | 23 | 313 | 1 | 0.002890025 | 23 | 313 | 4 | 0.004660569 | 23 | 313 | 4 | 0.003765966 | 23 | 313 | 14 | 
j30_14_5.rcp | 7.58136E-4 | 10 | 410 | 0 | 9.01142E-4 | 10 | 410 | 1 | 0.001284219 | 10 | 410 | 1 | 9.59825E-4 | 10 | 410 | 2 | 
j30_14_6.rcp | 6.52828E-4 | 8 | 284 | 0 | 7.83261E-4 | 8 | 284 | 3 | 0.001160393 | 8 | 284 | 3 | 7.86818E-4 | 8 | 284 | 3 | 
j30_14_7.rcp | 0.001112423 | 12 | 386 | 1 | 0.001212469 | 12 | 386 | 2 | 0.00231411 | 12 | 386 | 4 | 0.00143648 | 12 | 386 | 9 | 
j30_14_8.rcp | 6.52233E-4 | 9 | 532 | 1 | 7.71176E-4 | 9 | 532 | 1 | 0.001044794 | 9 | 532 | 1 | 6.94576E-4 | 9 | 532 | 2 | 
