Inst |timeTL |backtTL |makespanTL |propTL |timeH |backtH |makespanH |propH |timeCTLH |backtCTLH |makespanCTLH |propCTLH |timeCH |backtCH |makespanCH |propCH |
j30_17_3.rcp | 1.46236E-4 | 18 | 492 | 1 | 1.69748E-4 | 18 | 492 | 1 | 2.22774E-4 | 18 | 492 | 1 | 1.64305E-4 | 18 | 492 | 1 | 
j30_17_4.rcp | 1.88725E-4 | 18 | 481 | 3 | 2.03341E-4 | 18 | 481 | 4 | 2.75454E-4 | 18 | 481 | 4 | 1.69755E-4 | 18 | 481 | 4 | 
j30_17_5.rcp | 1.86196E-4 | 18 | 409 | 1 | 1.85982E-4 | 18 | 409 | 4 | 2.55126E-4 | 18 | 409 | 4 | 2.03491E-4 | 18 | 409 | 5 | 
j30_17_6.rcp | 1.4942E-4 | 18 | 489 | 1 | 1.55575E-4 | 18 | 489 | 2 | 1.96764E-4 | 18 | 489 | 2 | 1.37746E-4 | 18 | 489 | 2 | 
j30_17_7.rcp | 1.61564E-4 | 18 | 486 | 2 | 1.79849E-4 | 18 | 486 | 4 | 2.34275E-4 | 18 | 486 | 4 | 1.7056E-4 | 18 | 486 | 4 | 
j30_17_8.rcp | 5.10862E-4 | 42 | 390 | 6 | 5.94108E-4 | 42 | 390 | 9 | 7.46342E-4 | 42 | 390 | 9 | 4.98469E-4 | 42 | 390 | 15 | 
j30_17_9.rcp | 1.812E-4 | 18 | 347 | 1 | 2.02305E-4 | 18 | 347 | 2 | 2.88425E-4 | 18 | 347 | 2 | 1.86281E-4 | 18 | 347 | 2 | 
j30_17_10.rcp | 1.7368E-4 | 18 | 409 | 2 | 1.64325E-4 | 18 | 409 | 4 | 2.12682E-4 | 18 | 409 | 4 | 1.56449E-4 | 18 | 409 | 4 | 
j30_18_1.rcp | 1.13218E-4 | 18 | 233 | 1 | 1.30713E-4 | 18 | 233 | 1 | 1.69625E-4 | 18 | 233 | 1 | 1.30359E-4 | 18 | 233 | 1 | 
j30_18_2.rcp | 1.75194E-4 | 18 | 407 | 1 | 2.04091E-4 | 18 | 407 | 1 | 2.67384E-4 | 18 | 407 | 1 | 1.86238E-4 | 18 | 407 | 2 | 
j30_18_3.rcp | 1.39974E-4 | 18 | 432 | 0 | 1.42632E-4 | 18 | 432 | 1 | 1.84845E-4 | 18 | 432 | 1 | 1.40856E-4 | 18 | 432 | 1 | 
j30_18_4.rcp | 1.7295E-4 | 18 | 561 | 2 | 2.1723E-4 | 18 | 561 | 3 | 2.75998E-4 | 18 | 561 | 3 | 1.95057E-4 | 18 | 561 | 3 | 
j30_18_5.rcp | 1.42564E-4 | 18 | 504 | 0 | 1.5851E-4 | 18 | 504 | 1 | 2.12429E-4 | 18 | 504 | 1 | 1.53848E-4 | 18 | 504 | 1 | 
j30_18_6.rcp | 1.43226E-4 | 18 | 427 | 0 | 1.50505E-4 | 18 | 427 | 0 | 2.03696E-4 | 18 | 427 | 0 | 1.43488E-4 | 18 | 427 | 0 | 
j30_18_7.rcp | 1.17235E-4 | 18 | 333 | 1 | 1.3558E-4 | 18 | 333 | 1 | 1.75607E-4 | 18 | 333 | 1 | 1.33176E-4 | 18 | 333 | 1 | 
j30_18_8.rcp | 1.15753E-4 | 18 | 310 | 0 | 1.32083E-4 | 18 | 310 | 0 | 1.82473E-4 | 18 | 310 | 0 | 1.31116E-4 | 18 | 310 | 0 | 
j30_18_9.rcp | 4.9991E-4 | 50 | 385 | 10 | 5.80588E-4 | 50 | 385 | 14 | 7.27409E-4 | 50 | 385 | 14 | 5.57597E-4 | 50 | 385 | 14 | 
j30_18_10.rcp | 3.42919E-4 | 38 | 434 | 4 | 3.9577E-4 | 38 | 434 | 3 | 5.16945E-4 | 38 | 434 | 3 | 3.84238E-4 | 38 | 434 | 4 | 
j30_19_1.rcp | 2.29049E-4 | 30 | 281 | 3 | 2.64486E-4 | 30 | 281 | 4 | 3.39438E-4 | 30 | 281 | 4 | 2.47613E-4 | 30 | 281 | 4 | 
j30_19_2.rcp | 1.52835E-4 | 18 | 606 | 0 | 1.77202E-4 | 18 | 606 | 0 | 2.33587E-4 | 18 | 606 | 0 | 1.68793E-4 | 18 | 606 | 0 | 
j30_19_3.rcp | 5.80693E-4 | 50 | 688 | 8 | 4.96518E-4 | 50 | 688 | 10 | 6.26101E-4 | 50 | 688 | 10 | 4.65695E-4 | 50 | 688 | 10 | 
j30_19_4.rcp | 1.52844E-4 | 18 | 479 | 0 | 1.50889E-4 | 18 | 479 | 2 | 1.93296E-4 | 18 | 479 | 2 | 1.48203E-4 | 18 | 479 | 2 | 
j30_19_5.rcp | 3.12071E-4 | 36 | 310 | 1 | 3.59852E-4 | 36 | 310 | 1 | 4.54128E-4 | 36 | 310 | 1 | 3.35804E-4 | 36 | 310 | 5 | 
j30_19_6.rcp | 1.22208E-4 | 18 | 313 | 0 | 1.38191E-4 | 18 | 313 | 1 | 1.80931E-4 | 18 | 313 | 1 | 1.36638E-4 | 18 | 313 | 1 | 
j30_19_7.rcp | 1.29451E-4 | 18 | 368 | 1 | 1.50107E-4 | 18 | 368 | 2 | 2.10932E-4 | 18 | 368 | 2 | 1.51309E-4 | 18 | 368 | 2 | 
j30_19_8.rcp | 2.58524E-4 | 36 | 630 | 0 | 2.822E-4 | 36 | 630 | 1 | 3.95094E-4 | 36 | 630 | 1 | 2.76056E-4 | 36 | 630 | 1 | 
j30_19_9.rcp | 1.49851E-4 | 18 | 340 | 2 | 1.74026E-4 | 18 | 340 | 2 | 2.21243E-4 | 18 | 340 | 2 | 1.69147E-4 | 18 | 340 | 2 | 
j30_19_10.rcp | 1.56136E-4 | 18 | 532 | 0 | 1.7442E-4 | 18 | 532 | 1 | 2.27442E-4 | 18 | 532 | 1 | 1.66018E-4 | 18 | 532 | 1 | 
j30_20_1.rcp | 1.65262E-4 | 18 | 382 | 0 | 1.48212E-4 | 18 | 382 | 0 | 1.96329E-4 | 18 | 382 | 0 | 1.72779E-4 | 18 | 382 | 0 | 
j30_20_2.rcp | 1.53435E-4 | 18 | 475 | 1 | 1.5792E-4 | 18 | 475 | 1 | 2.05767E-4 | 18 | 475 | 1 | 1.94682E-4 | 18 | 475 | 1 | 
j30_20_3.rcp | 1.38265E-4 | 18 | 503 | 0 | 1.58368E-4 | 18 | 503 | 0 | 2.09426E-4 | 18 | 503 | 0 | 1.52954E-4 | 18 | 503 | 0 | 
j30_20_4.rcp | 1.37689E-4 | 18 | 409 | 0 | 1.54057E-4 | 18 | 409 | 0 | 1.96139E-4 | 18 | 409 | 0 | 1.48643E-4 | 18 | 409 | 0 | 
j30_20_5.rcp | 3.63124E-4 | 40 | 252 | 5 | 3.83391E-4 | 40 | 252 | 8 | 4.8962E-4 | 40 | 252 | 8 | 3.69347E-4 | 40 | 252 | 8 | 
j30_20_6.rcp | 1.31379E-4 | 18 | 311 | 0 | 1.42535E-4 | 18 | 311 | 0 | 1.82833E-4 | 18 | 311 | 0 | 1.36595E-4 | 18 | 311 | 0 | 
j30_20_7.rcp | 1.25845E-4 | 18 | 453 | 0 | 1.43893E-4 | 18 | 453 | 0 | 1.83869E-4 | 18 | 453 | 0 | 1.38718E-4 | 18 | 453 | 0 | 
j30_20_8.rcp | 1.27525E-4 | 18 | 559 | 0 | 1.4928E-4 | 18 | 559 | 0 | 2.28917E-4 | 18 | 559 | 0 | 1.48047E-4 | 18 | 559 | 0 | 
j30_20_9.rcp | 1.28558E-4 | 18 | 286 | 0 | 1.43409E-4 | 18 | 286 | 0 | 1.8561E-4 | 18 | 286 | 0 | 1.37598E-4 | 18 | 286 | 0 | 
j30_20_10.rcp | 1.19847E-4 | 18 | 403 | 0 | 1.40233E-4 | 18 | 403 | 0 | 1.80434E-4 | 18 | 403 | 0 | 1.32753E-4 | 18 | 403 | 0 | 
j30_21_1.rcp | 60.000103 | 1451592 | -1 | 1695954 | 60.000034 | 2053502 | -1 | 2644620 | 60.00001 | 1503622 | -1 | 1935271 | 60.00001 | 1367098 | -1 | 1770080 | 
j30_21_2.rcp | 4.70251E-4 | 18 | 284 | 6 | 5.35285E-4 | 18 | 284 | 8 | 7.00692E-4 | 18 | 284 | 8 | 4.74321E-4 | 18 | 284 | 8 | 
j30_21_3.rcp | 0.001308264 | 36 | 762 | 11 | 0.001612295 | 36 | 762 | 12 | 0.0021473 | 36 | 762 | 12 | 0.00157464 | 36 | 762 | 13 | 
j30_21_4.rcp | 0.001928771 | 42 | 385 | 27 | 0.0024417 | 42 | 385 | 28 | 0.003242858 | 42 | 385 | 28 | 0.002174779 | 42 | 385 | 37 | 
j30_21_5.rcp | 0.002065072 | 52 | 636 | 42 | 0.002897445 | 52 | 636 | 48 | 0.003367922 | 52 | 636 | 48 | 0.002340693 | 52 | 636 | 47 | 
j30_21_6.rcp | 0.001699976 | 70 | 370 | 39 | 0.001483041 | 70 | 370 | 26 | 0.002197039 | 70 | 370 | 26 | 0.001345198 | 70 | 370 | 30 | 
j30_21_7.rcp | 0.002951672 | 66 | 586 | 35 | 0.003169699 | 66 | 586 | 53 | 0.004391893 | 66 | 586 | 53 | 0.002949549 | 66 | 586 | 75 | 
j30_21_8.rcp | 60.00007 | 981131 | -1 | 1407740 | 60.000107 | 845484 | -1 | 1484404 | 60.000088 | 610580 | -1 | 1027357 | 60.00009 | 889003 | -1 | 1932935 | 
j30_21_9.rcp | 60.000034 | 1593587 | -1 | 777620 | 60.000027 | 1487402 | -1 | 1060350 | 60.000015 | 1117007 | -1 | 801440 | 60.000015 | 1597341 | -1 | 1263551 | 
j30_21_10.rcp | 60.00006 | 1206872 | -1 | 1733569 | 60.00005 | 946579 | -1 | 1401740 | 60.00002 | 763577 | -1 | 1130670 | 60.000015 | 964606 | -1 | 1506420 | 
j30_22_1.rcp | 3.96757E-4 | 18 | 352 | 1 | 4.69486E-4 | 18 | 352 | 2 | 6.80529E-4 | 18 | 352 | 2 | 4.38059E-4 | 18 | 352 | 2 | 
j30_22_2.rcp | 3.03377E-4 | 18 | 309 | 0 | 3.92579E-4 | 18 | 309 | 0 | 5.44909E-4 | 18 | 309 | 0 | 3.57197E-4 | 18 | 309 | 0 | 
