Inst |timeTL |backtTL |makespanTL |propTL |timeH |backtH |makespanH |propH |timeCTLH |backtCTLH |makespanCTLH |propCTLH |timeCH |backtCH |makespanCH |propCH |
j30_11_8.rcp | 600.0001 | 9453611 | -1 | 2894149 | 600.0001 | 13517500 | -1 | 886 | 600.0001 | 8377374 | -1 | 443 | 600.00006 | 13159812 | -1 | 4331240 | 
j30_11_9.rcp | 0.001230805 | 18 | 508 | 0 | 0.001508288 | 18 | 508 | 0 | 0.001442366 | 18 | 508 | 0 | 8.87042E-4 | 18 | 508 | 0 | 
j30_11_10.rcp | 9.55829E-4 | 18 | 438 | 0 | 0.001167339 | 18 | 438 | 0 | 0.002390844 | 18 | 438 | 0 | 8.74797E-4 | 18 | 438 | 3 | 
j30_12_1.rcp | 6.85763E-4 | 18 | 416 | 0 | 8.22502E-4 | 18 | 416 | 0 | 0.001129399 | 18 | 416 | 0 | 6.77069E-4 | 18 | 416 | 0 | 
j30_12_2.rcp | 4.23252E-4 | 18 | 340 | 0 | 5.36457E-4 | 18 | 340 | 0 | 7.80128E-4 | 18 | 340 | 0 | 5.37935E-4 | 18 | 340 | 0 | 
j30_12_3.rcp | 6.03713E-4 | 18 | 305 | 0 | 6.80706E-4 | 18 | 305 | 0 | 9.78239E-4 | 18 | 305 | 0 | 5.80308E-4 | 18 | 305 | 0 | 
j30_12_4.rcp | 4.96995E-4 | 18 | 505 | 0 | 5.85412E-4 | 18 | 505 | 0 | 8.39281E-4 | 18 | 505 | 0 | 5.33414E-4 | 18 | 505 | 0 | 
j30_12_5.rcp | 6.00011E-4 | 18 | 276 | 0 | 6.63897E-4 | 18 | 276 | 1 | 0.001004165 | 18 | 276 | 1 | 5.89916E-4 | 18 | 276 | 1 | 
j30_12_6.rcp | 7.34279E-4 | 18 | 270 | 0 | 9.22207E-4 | 18 | 270 | 0 | 0.001382866 | 18 | 270 | 0 | 8.15317E-4 | 18 | 270 | 2 | 
j30_12_7.rcp | 6.44148E-4 | 18 | 266 | 0 | 7.7128E-4 | 18 | 266 | 0 | 0.001211542 | 18 | 266 | 0 | 7.195E-4 | 18 | 266 | 0 | 
j30_12_8.rcp | 6.41774E-4 | 18 | 258 | 0 | 7.11027E-4 | 18 | 258 | 0 | 0.00107476 | 18 | 258 | 0 | 7.1332E-4 | 18 | 258 | 0 | 
j30_12_9.rcp | 6.01379E-4 | 18 | 305 | 0 | 7.35959E-4 | 18 | 305 | 0 | 0.001094638 | 18 | 305 | 0 | 6.64032E-4 | 18 | 305 | 0 | 
j30_12_10.rcp | 5.92941E-4 | 18 | 334 | 0 | 7.31701E-4 | 18 | 334 | 0 | 0.001086406 | 18 | 334 | 0 | 6.47009E-4 | 18 | 334 | 0 | 
j30_13_1.rcp | 600.00006 | 6973693 | -1 | 2756148 | 600.0001 | 5978442 | -1 | 2102609 | 600.00006 | 4004094 | -1 | 1427501 | 600.00006 | 7521741 | -1 | 14025725 | 
j30_13_2.rcp | 0.16399191 | 1221 | 346 | 1564 | 0.16953452 | 1221 | 346 | 1426 | 0.25251746 | 1221 | 346 | 1426 | 0.15845133 | 1221 | 346 | 2110 | 
j30_13_3.rcp | 600.0002 | 3634838 | -1 | 4307890 | 600.00037 | 3241471 | -1 | 4328585 | 600.00006 | 2268783 | -1 | 3113751 | 600.0002 | 4081069 | -1 | 5431762 | 
j30_13_4.rcp | 600.00006 | 9247431 | -1 | 4176922 | 600.0001 | 7803084 | -1 | 3994546 | 600.00006 | 5334787 | -1 | 2922107 | 600.0001 | 9380512 | -1 | 5187655 | 
j30_13_5.rcp | 0.41417927 | 4019 | 606 | 1386 | 0.47605518 | 4019 | 606 | 1879 | 0.6893587 | 4019 | 606 | 1874 | 0.3048764 | 4019 | 606 | 3227 | 
j30_13_6.rcp | 600.00006 | 7915389 | -1 | 3355137 | 600.0002 | 8014822 | -1 | 2761249 | 600.00006 | 5578217 | -1 | 1942460 | 600.0001 | 12016194 | -1 | 4639224 | 
j30_13_7.rcp | 0.042725243 | 376 | 711 | 309 | 0.051450934 | 376 | 711 | 328 | 0.07509316 | 376 | 711 | 328 | 0.045252215 | 376 | 711 | 356 | 
j30_13_8.rcp | 600.00006 | 8662198 | -1 | 9649303 | 600.00006 | 7016826 | -1 | 7724509 | 600.0001 | 4985694 | -1 | 5451288 | 600.00006 | 8150795 | -1 | 8689661 | 
j30_13_9.rcp | 0.7666853 | 4731 | 484 | 2028 | 0.8498262 | 4731 | 484 | 4252 | 1.3585407 | 4731 | 484 | 4252 | 0.7552293 | 4731 | 484 | 4380 | 
j30_13_10.rcp | 600.0001 | 7288193 | -1 | 3446286 | 600.00006 | 6517021 | -1 | 6073098 | 600.0002 | 4228129 | -1 | 3693614 | 600.0001 | 7622918 | -1 | 11769768 | 
j30_14_1.rcp | 0.003941816 | 72 | 252 | 0 | 0.004997771 | 72 | 252 | 0 | 0.007890374 | 72 | 252 | 0 | 0.004160678 | 72 | 252 | 9 | 
j30_14_2.rcp | 600.00006 | 5913822 | -1 | 36460 | 600.0001 | 5297389 | -1 | 47923 | 600.00006 | 3445293 | -1 | 15229 | 600.0001 | 5782739 | -1 | 6914419 | 
j30_14_3.rcp | 0.00374936 | 54 | 392 | 3 | 0.004564677 | 54 | 392 | 3 | 0.007301454 | 54 | 392 | 3 | 0.003593859 | 54 | 392 | 22 | 
j30_14_4.rcp | 0.004788783 | 65 | 313 | 6 | 0.00672131 | 65 | 313 | 9 | 0.008790777 | 65 | 313 | 9 | 0.004915318 | 65 | 313 | 20 | 
j30_14_5.rcp | 0.006626068 | 74 | 410 | 3 | 0.006149237 | 74 | 410 | 5 | 0.009700825 | 74 | 410 | 5 | 0.005329509 | 74 | 410 | 15 | 
j30_14_6.rcp | 0.003616358 | 58 | 284 | 0 | 0.004195593 | 58 | 284 | 1 | 0.006646641 | 58 | 284 | 1 | 0.003574729 | 58 | 284 | 1 | 
